;name;distance;dist_change;power;accuracy;complexity;stam_cost;time_cost;qi_cost;features;functions;tier;freq
9905;Skillful Drunken Nerve Palm;2;0;25;27;2;23;46;20;{'skillful', 'nerve', 'drunken', 'palm'};['do_mob_dam', 'cause_off_balance'];4;4
9906;Superior Drunken Nerve Palm;2;0;26;29;2;25;43;25;{'nerve', 'drunken', 'superior', 'palm'};['do_mob_dam', 'cause_off_balance'];5;4
9907;Advanced Drunken Nerve Palm;2;0;28;30;2;27;41;30;{'advanced', 'nerve', 'drunken', 'palm'};['do_mob_dam', 'cause_off_balance'];6;4
9908;Expert Drunken Nerve Palm;2;0;29;31;2;28;38;35;{'expert', 'nerve', 'drunken', 'palm'};['do_mob_dam', 'cause_off_balance'];7;4
9909;Ultimate Drunken Nerve Palm;2;0;30;32;2;30;36;40;{'ultimate', 'nerve', 'drunken', 'palm'};['do_mob_dam', 'cause_off_balance'];8;4
9910;Drunken Slashing Palm;2;0;24;26;2;19;48;15;{'slashing', 'drunken', 'palm'};['cause_bleeding', 'cause_off_balance'];3;2
9911;Skillful Drunken Slashing Palm;2;0;25;27;2;23;46;20;{'skillful', 'slashing', 'drunken', 'palm'};['cause_bleeding', 'cause_off_balance'];4;2
9912;Superior Drunken Slashing Palm;2;0;26;29;2;25;43;25;{'slashing', 'drunken', 'superior', 'palm'};['cause_bleeding', 'cause_off_balance'];5;2
9913;Advanced Drunken Slashing Palm;2;0;28;30;2;27;41;30;{'advanced', 'slashing', 'drunken', 'palm'};['cause_bleeding', 'cause_off_balance'];6;2
9914;Expert Drunken Slashing Palm;2;0;29;31;2;28;38;35;{'expert', 'slashing', 'drunken', 'palm'};['cause_bleeding', 'cause_off_balance'];7;2
9915;Ultimate Drunken Slashing Palm;2;0;30;32;2;30;36;40;{'ultimate', 'slashing', 'drunken', 'palm'};['cause_bleeding', 'cause_off_balance'];8;2
9916;Light Punch;2;0;21;26;1;15;50;5;{'light', 'punch'};[];1;5
9917;Skillful Light Punch;2;0;22;27;1;18;48;10;{'light', 'punch', 'skillful'};[];2;5
9918;Superior Light Punch;2;0;23;29;1;20;45;15;{'light', 'punch', 'superior'};[];3;5
9919;Advanced Light Punch;2;0;24;30;1;21;42;20;{'light', 'punch', 'advanced'};[];4;5
9920;Expert Light Punch;2;0;25;31;1;22;40;25;{'light', 'punch', 'expert'};[];5;5
9921;Ultimate Light Punch;2;0;26;32;1;24;38;30;{'light', 'punch', 'ultimate'};[];6;5
9922;Shocking Punch;2;0;26;24;1;20;50;10;{'punch', 'shocking'};['do_shock_move'];2;5
9923;Skillful Shocking Punch;2;0;27;25;1;24;48;15;{'skillful', 'punch', 'shocking'};['do_shock_move'];3;5
9924;Superior Shocking Punch;2;0;29;26;1;26;45;20;{'punch', 'superior', 'shocking'};['do_shock_move'];4;5
9925;Advanced Shocking Punch;2;0;30;28;1;28;42;25;{'punch', 'advanced', 'shocking'};['do_shock_move'];5;5
9926;Expert Shocking Punch;2;0;31;29;1;30;40;30;{'expert', 'punch', 'shocking'};['do_shock_move'];6;5
9927;Ultimate Shocking Punch;2;0;32;30;1;32;38;35;{'ultimate', 'punch', 'shocking'};['do_shock_move'];7;5
9928;Light Shocking Punch;2;0;21;26;1;15;50;15;{'light', 'punch', 'shocking'};['do_shock_move'];3;5
9929;Skillful Light Shocking Punch;2;0;22;27;1;18;48;20;{'skillful', 'light', 'punch', 'shocking'};['do_shock_move'];4;5
9930;Superior Light Shocking Punch;2;0;23;29;1;20;45;25;{'light', 'punch', 'superior', 'shocking'};['do_shock_move'];5;5
9931;Advanced Light Shocking Punch;2;0;24;30;1;21;42;30;{'light', 'punch', 'advanced', 'shocking'};['do_shock_move'];6;5
9932;Expert Light Shocking Punch;2;0;25;31;1;22;40;35;{'light', 'punch', 'expert', 'shocking'};['do_shock_move'];7;5
9933;Ultimate Light Shocking Punch;2;0;26;32;1;24;38;40;{'ultimate', 'light', 'punch', 'shocking'};['do_shock_move'];8;5
9934;Solar Punch;2;0;26;24;1;20;50;10;{'solar', 'punch'};['do_stam_dam'];2;5
9935;Skillful Solar Punch;2;0;27;25;1;24;48;15;{'solar', 'skillful', 'punch'};['do_stam_dam'];3;5
9936;Superior Solar Punch;2;0;29;26;1;26;45;20;{'solar', 'punch', 'superior'};['do_stam_dam'];4;5
9937;Advanced Solar Punch;2;0;30;28;1;28;42;25;{'solar', 'punch', 'advanced'};['do_stam_dam'];5;5
9938;Expert Solar Punch;2;0;31;29;1;30;40;30;{'solar', 'expert', 'punch'};['do_stam_dam'];6;5
9939;Ultimate Solar Punch;2;0;32;30;1;32;38;35;{'solar', 'punch', 'ultimate'};['do_stam_dam'];7;5
9940;Light Solar Punch;2;0;21;26;1;15;50;15;{'solar', 'light', 'punch'};['do_stam_dam'];3;5
9941;Skillful Light Solar Punch;2;0;22;27;1;18;48;20;{'solar', 'light', 'punch', 'skillful'};['do_stam_dam'];4;5
9942;Superior Light Solar Punch;2;0;23;29;1;20;45;25;{'solar', 'light', 'punch', 'superior'};['do_stam_dam'];5;5
9943;Advanced Light Solar Punch;2;0;24;30;1;21;42;30;{'solar', 'light', 'punch', 'advanced'};['do_stam_dam'];6;5
9944;Expert Light Solar Punch;2;0;25;31;1;22;40;35;{'solar', 'light', 'punch', 'expert'};['do_stam_dam'];7;5
9945;Ultimate Light Solar Punch;2;0;26;32;1;24;38;40;{'solar', 'light', 'punch', 'ultimate'};['do_stam_dam'];8;5
9946;Nerve Punch;2;0;26;24;1;20;50;10;{'nerve', 'punch'};['do_mob_dam'];2;5
9947;Skillful Nerve Punch;2;0;27;25;1;24;48;15;{'nerve', 'skillful', 'punch'};['do_mob_dam'];3;5
9948;Superior Nerve Punch;2;0;29;26;1;26;45;20;{'nerve', 'punch', 'superior'};['do_mob_dam'];4;5
9949;Advanced Nerve Punch;2;0;30;28;1;28;42;25;{'nerve', 'punch', 'advanced'};['do_mob_dam'];5;5
9950;Expert Nerve Punch;2;0;31;29;1;30;40;30;{'nerve', 'expert', 'punch'};['do_mob_dam'];6;5
9951;Ultimate Nerve Punch;2;0;32;30;1;32;38;35;{'nerve', 'punch', 'ultimate'};['do_mob_dam'];7;5
9952;Light Nerve Punch;2;0;21;26;1;15;50;15;{'nerve', 'light', 'punch'};['do_mob_dam'];3;5
9953;Skillful Light Nerve Punch;2;0;22;27;1;18;48;20;{'nerve', 'light', 'punch', 'skillful'};['do_mob_dam'];4;5
9954;Superior Light Nerve Punch;2;0;23;29;1;20;45;25;{'nerve', 'light', 'punch', 'superior'};['do_mob_dam'];5;5
9955;Advanced Light Nerve Punch;2;0;24;30;1;21;42;30;{'nerve', 'light', 'punch', 'advanced'};['do_mob_dam'];6;5
9956;Expert Light Nerve Punch;2;0;25;31;1;22;40;35;{'nerve', 'light', 'punch', 'expert'};['do_mob_dam'];7;5
9957;Ultimate Light Nerve Punch;2;0;26;32;1;24;38;40;{'nerve', 'light', 'punch', 'ultimate'};['do_mob_dam'];8;5
9958;Slashing Punch;2;0;26;24;1;20;50;10;{'slashing', 'punch'};['cause_bleeding'];2;3
9959;Skillful Slashing Punch;2;0;27;25;1;24;48;15;{'slashing', 'punch', 'skillful'};['cause_bleeding'];3;3
9960;Superior Slashing Punch;2;0;29;26;1;26;45;20;{'slashing', 'punch', 'superior'};['cause_bleeding'];4;3
9961;Advanced Slashing Punch;2;0;30;28;1;28;42;25;{'slashing', 'punch', 'advanced'};['cause_bleeding'];5;3
9962;Expert Slashing Punch;2;0;31;29;1;30;40;30;{'slashing', 'punch', 'expert'};['cause_bleeding'];6;3
9963;Ultimate Slashing Punch;2;0;32;30;1;32;38;35;{'slashing', 'punch', 'ultimate'};['cause_bleeding'];7;3
9964;Light Slashing Punch;2;0;21;26;1;15;50;15;{'light', 'slashing', 'punch'};['cause_bleeding'];3;3
9965;Skillful Light Slashing Punch;2;0;22;27;1;18;48;20;{'light', 'slashing', 'punch', 'skillful'};['cause_bleeding'];4;3
9966;Superior Light Slashing Punch;2;0;23;29;1;20;45;25;{'light', 'slashing', 'punch', 'superior'};['cause_bleeding'];5;3
9967;Advanced Light Slashing Punch;2;0;24;30;1;21;42;30;{'light', 'slashing', 'punch', 'advanced'};['cause_bleeding'];6;3
9968;Expert Light Slashing Punch;2;0;25;31;1;22;40;35;{'light', 'slashing', 'punch', 'expert'};['cause_bleeding'];7;3
9969;Ultimate Light Slashing Punch;2;0;26;32;1;24;38;40;{'light', 'slashing', 'punch', 'ultimate'};['cause_bleeding'];8;3
9970;Drunken Punch;2;0;26;24;2;20;50;5;{'punch', 'drunken'};['cause_off_balance'];1;5
9971;Skillful Drunken Punch;2;0;27;25;2;24;48;10;{'skillful', 'punch', 'drunken'};['cause_off_balance'];2;5
9972;Superior Drunken Punch;2;0;29;26;2;26;45;15;{'punch', 'drunken', 'superior'};['cause_off_balance'];3;5
9973;Advanced Drunken Punch;2;0;30;28;2;28;42;20;{'advanced', 'punch', 'drunken'};['cause_off_balance'];4;5
9974;Expert Drunken Punch;2;0;31;29;2;30;40;25;{'expert', 'punch', 'drunken'};['cause_off_balance'];5;5
9975;Ultimate Drunken Punch;2;0;32;30;2;32;38;30;{'punch', 'drunken', 'ultimate'};['cause_off_balance'];6;5
9976;Light Drunken Punch;2;0;21;26;2;15;50;10;{'light', 'punch', 'drunken'};['cause_off_balance'];2;5
9977;Skillful Light Drunken Punch;2;0;22;27;2;18;48;15;{'light', 'punch', 'drunken', 'skillful'};['cause_off_balance'];3;5
9978;Superior Light Drunken Punch;2;0;23;29;2;20;45;20;{'light', 'punch', 'drunken', 'superior'};['cause_off_balance'];4;5
9979;Advanced Light Drunken Punch;2;0;24;30;2;21;42;25;{'advanced', 'light', 'punch', 'drunken'};['cause_off_balance'];5;5
9980;Expert Light Drunken Punch;2;0;25;31;2;22;40;30;{'light', 'punch', 'drunken', 'expert'};['cause_off_balance'];6;5
9981;Ultimate Light Drunken Punch;2;0;26;32;2;24;38;35;{'light', 'punch', 'drunken', 'ultimate'};['cause_off_balance'];7;5
9982;Heavy Punch;2;0;31;22;1;25;50;5;{'punch', 'heavy'};[];1;5
9983;Skillful Heavy Punch;2;0;33;23;1;30;48;10;{'skillful', 'punch', 'heavy'};[];2;5
9984;Superior Heavy Punch;2;0;34;24;1;32;45;15;{'punch', 'heavy', 'superior'};[];3;5
9985;Advanced Heavy Punch;2;0;36;25;1;35;42;20;{'punch', 'advanced', 'heavy'};[];4;5
9986;Expert Heavy Punch;2;0;37;26;1;38;40;25;{'expert', 'punch', 'heavy'};[];5;5
9987;Ultimate Heavy Punch;2;0;39;28;1;40;38;30;{'punch', 'heavy', 'ultimate'};[];6;5
9988;Heavy Shocking Punch;2;0;31;22;1;25;50;15;{'punch', 'heavy', 'shocking'};['do_shock_move'];3;5
9989;Skillful Heavy Shocking Punch;2;0;33;23;1;30;48;20;{'skillful', 'punch', 'heavy', 'shocking'};['do_shock_move'];4;5
9990;Superior Heavy Shocking Punch;2;0;34;24;1;32;45;25;{'punch', 'superior', 'heavy', 'shocking'};['do_shock_move'];5;5
9991;Advanced Heavy Shocking Punch;2;0;36;25;1;35;42;30;{'punch', 'advanced', 'heavy', 'shocking'};['do_shock_move'];6;5
9992;Expert Heavy Shocking Punch;2;0;37;26;1;38;40;35;{'expert', 'punch', 'heavy', 'shocking'};['do_shock_move'];7;5
9993;Ultimate Heavy Shocking Punch;2;0;39;28;1;40;38;40;{'ultimate', 'punch', 'heavy', 'shocking'};['do_shock_move'];8;5
9994;Heavy Solar Punch;2;0;31;22;1;25;50;15;{'solar', 'punch', 'heavy'};['do_stam_dam'];3;5
9995;Skillful Heavy Solar Punch;2;0;33;23;1;30;48;20;{'solar', 'skillful', 'punch', 'heavy'};['do_stam_dam'];4;5
9996;Superior Heavy Solar Punch;2;0;34;24;1;32;45;25;{'solar', 'punch', 'heavy', 'superior'};['do_stam_dam'];5;5
9997;Advanced Heavy Solar Punch;2;0;36;25;1;35;42;30;{'solar', 'punch', 'advanced', 'heavy'};['do_stam_dam'];6;5
9998;Expert Heavy Solar Punch;2;0;37;26;1;38;40;35;{'solar', 'expert', 'punch', 'heavy'};['do_stam_dam'];7;5
9999;Ultimate Heavy Solar Punch;2;0;39;28;1;40;38;40;{'solar', 'punch', 'heavy', 'ultimate'};['do_stam_dam'];8;5
10000;Heavy Nerve Punch;2;0;31;22;1;25;50;15;{'nerve', 'punch', 'heavy'};['do_mob_dam'];3;5
10001;Skillful Heavy Nerve Punch;2;0;33;23;1;30;48;20;{'nerve', 'skillful', 'punch', 'heavy'};['do_mob_dam'];4;5
10002;Superior Heavy Nerve Punch;2;0;34;24;1;32;45;25;{'nerve', 'punch', 'heavy', 'superior'};['do_mob_dam'];5;5
10003;Advanced Heavy Nerve Punch;2;0;36;25;1;35;42;30;{'nerve', 'punch', 'advanced', 'heavy'};['do_mob_dam'];6;5
10004;Expert Heavy Nerve Punch;2;0;37;26;1;38;40;35;{'nerve', 'expert', 'punch', 'heavy'};['do_mob_dam'];7;5
10005;Ultimate Heavy Nerve Punch;2;0;39;28;1;40;38;40;{'nerve', 'punch', 'heavy', 'ultimate'};['do_mob_dam'];8;5
10006;Heavy Slashing Punch;2;0;31;22;1;25;50;15;{'slashing', 'punch', 'heavy'};['cause_bleeding'];3;3
10007;Skillful Heavy Slashing Punch;2;0;33;23;1;30;48;20;{'slashing', 'punch', 'heavy', 'skillful'};['cause_bleeding'];4;3
10008;Superior Heavy Slashing Punch;2;0;34;24;1;32;45;25;{'slashing', 'punch', 'heavy', 'superior'};['cause_bleeding'];5;3
10009;Advanced Heavy Slashing Punch;2;0;36;25;1;35;42;30;{'slashing', 'punch', 'advanced', 'heavy'};['cause_bleeding'];6;3
10010;Expert Heavy Slashing Punch;2;0;37;26;1;38;40;35;{'slashing', 'punch', 'heavy', 'expert'};['cause_bleeding'];7;3
10011;Ultimate Heavy Slashing Punch;2;0;39;28;1;40;38;40;{'slashing', 'punch', 'heavy', 'ultimate'};['cause_bleeding'];8;3
10012;Heavy Drunken Punch;2;0;31;22;2;25;50;10;{'punch', 'drunken', 'heavy'};['cause_off_balance'];2;5
10013;Skillful Heavy Drunken Punch;2;0;33;23;2;30;48;15;{'skillful', 'punch', 'drunken', 'heavy'};['cause_off_balance'];3;5
10014;Superior Heavy Drunken Punch;2;0;34;24;2;32;45;20;{'punch', 'drunken', 'heavy', 'superior'};['cause_off_balance'];4;5
10015;Advanced Heavy Drunken Punch;2;0;36;25;2;35;42;25;{'advanced', 'punch', 'drunken', 'heavy'};['cause_off_balance'];5;5
10016;Expert Heavy Drunken Punch;2;0;37;26;2;38;40;30;{'expert', 'punch', 'drunken', 'heavy'};['cause_off_balance'];6;5
10017;Ultimate Heavy Drunken Punch;2;0;39;28;2;40;38;35;{'punch', 'drunken', 'heavy', 'ultimate'};['cause_off_balance'];7;5
10018;Long Punch;3;0;26;24;1;20;50;5;{'long', 'punch'};[];1;4
10019;Skillful Long Punch;3;0;27;25;1;24;48;10;{'long', 'skillful', 'punch'};[];2;4
10020;Superior Long Punch;3;0;29;26;1;26;45;15;{'long', 'punch', 'superior'};[];3;4
10021;Advanced Long Punch;3;0;30;28;1;28;42;20;{'long', 'punch', 'advanced'};[];4;4
10022;Expert Long Punch;3;0;31;29;1;30;40;25;{'long', 'expert', 'punch'};[];5;4
10023;Ultimate Long Punch;3;0;32;30;1;32;38;30;{'long', 'punch', 'ultimate'};[];6;4
10024;Long Light Punch;3;0;21;26;1;15;50;10;{'long', 'light', 'punch'};[];2;4
10025;Skillful Long Light Punch;3;0;22;27;1;18;48;15;{'long', 'light', 'punch', 'skillful'};[];3;4
10026;Superior Long Light Punch;3;0;23;29;1;20;45;20;{'long', 'light', 'punch', 'superior'};[];4;4
10027;Advanced Long Light Punch;3;0;24;30;1;21;42;25;{'long', 'light', 'punch', 'advanced'};[];5;4
10028;Expert Long Light Punch;3;0;25;31;1;22;40;30;{'long', 'light', 'punch', 'expert'};[];6;4
10029;Ultimate Long Light Punch;3;0;26;32;1;24;38;35;{'long', 'light', 'punch', 'ultimate'};[];7;4
10030;Long Heavy Punch;3;0;31;22;1;25;50;10;{'long', 'punch', 'heavy'};[];2;4
10031;Skillful Long Heavy Punch;3;0;33;23;1;30;48;15;{'long', 'skillful', 'punch', 'heavy'};[];3;4
10032;Superior Long Heavy Punch;3;0;34;24;1;32;45;20;{'long', 'punch', 'heavy', 'superior'};[];4;4
10033;Advanced Long Heavy Punch;3;0;36;25;1;35;42;25;{'long', 'punch', 'advanced', 'heavy'};[];5;4
10034;Expert Long Heavy Punch;3;0;37;26;1;38;40;30;{'long', 'expert', 'punch', 'heavy'};[];6;4
10035;Ultimate Long Heavy Punch;3;0;39;28;1;40;38;35;{'long', 'punch', 'heavy', 'ultimate'};[];7;4
10036;Charging Punch;2;-1;26;24;1;22;60;5;{'charging', 'punch'};[];1;4
10037;Skillful Charging Punch;2;-1;27;25;1;26;57;10;{'charging', 'skillful', 'punch'};[];2;4
10038;Superior Charging Punch;2;-1;29;26;1;29;54;15;{'charging', 'punch', 'superior'};[];3;4
10039;Advanced Charging Punch;2;-1;30;28;1;31;51;20;{'charging', 'punch', 'advanced'};[];4;4
10040;Expert Charging Punch;2;-1;31;29;1;33;48;25;{'charging', 'expert', 'punch'};[];5;4
10041;Ultimate Charging Punch;2;-1;32;30;1;35;45;30;{'charging', 'punch', 'ultimate'};[];6;4
10042;Long Charging Punch;3;-1;26;24;1;22;60;10;{'charging', 'long', 'punch'};[];2;3
10043;Skillful Long Charging Punch;3;-1;27;25;1;26;57;15;{'charging', 'long', 'skillful', 'punch'};[];3;3
10044;Superior Long Charging Punch;3;-1;29;26;1;29;54;20;{'charging', 'long', 'punch', 'superior'};[];4;3
10045;Advanced Long Charging Punch;3;-1;30;28;1;31;51;25;{'charging', 'long', 'punch', 'advanced'};[];5;3
10046;Expert Long Charging Punch;3;-1;31;29;1;33;48;30;{'charging', 'long', 'expert', 'punch'};[];6;3
10047;Ultimate Long Charging Punch;3;-1;32;30;1;35;45;35;{'charging', 'long', 'punch', 'ultimate'};[];7;3
10048;Onslaught Punch;4;-2;26;24;2;24;70;10;{'onslaught', 'punch'};[];2;4
10049;Skillful Onslaught Punch;4;-2;27;25;2;29;66;15;{'onslaught', 'skillful', 'punch'};[];3;4
10050;Superior Onslaught Punch;4;-2;29;26;2;31;63;20;{'onslaught', 'punch', 'superior'};[];4;4
10051;Advanced Onslaught Punch;4;-2;30;28;2;34;60;25;{'onslaught', 'punch', 'advanced'};[];5;4
10052;Expert Onslaught Punch;4;-2;31;29;2;36;56;30;{'onslaught', 'expert', 'punch'};[];6;4
10053;Ultimate Onslaught Punch;4;-2;32;30;2;38;52;35;{'onslaught', 'punch', 'ultimate'};[];7;4
10054;Pushing Punch;2;0;26;24;1;20;50;5;{'punch', 'pushing'};['do_knockback'];1;5
10055;Skillful Pushing Punch;2;0;27;25;1;24;48;10;{'skillful', 'punch', 'pushing'};['do_knockback'];2;5
10056;Superior Pushing Punch;2;0;29;26;1;26;45;15;{'punch', 'pushing', 'superior'};['do_knockback'];3;5
10057;Advanced Pushing Punch;2;0;30;28;1;28;42;20;{'punch', 'advanced', 'pushing'};['do_knockback'];4;5
10058;Expert Pushing Punch;2;0;31;29;1;30;40;25;{'expert', 'punch', 'pushing'};['do_knockback'];5;5
10059;Ultimate Pushing Punch;2;0;32;30;1;32;38;30;{'punch', 'pushing', 'ultimate'};['do_knockback'];6;5
10060;Long Pushing Punch;3;0;26;24;1;20;50;10;{'long', 'punch', 'pushing'};['do_knockback'];2;4
10061;Skillful Long Pushing Punch;3;0;27;25;1;24;48;15;{'long', 'skillful', 'punch', 'pushing'};['do_knockback'];3;4
10062;Superior Long Pushing Punch;3;0;29;26;1;26;45;20;{'long', 'punch', 'pushing', 'superior'};['do_knockback'];4;4
10063;Advanced Long Pushing Punch;3;0;30;28;1;28;42;25;{'long', 'punch', 'advanced', 'pushing'};['do_knockback'];5;4
10064;Expert Long Pushing Punch;3;0;31;29;1;30;40;30;{'long', 'expert', 'punch', 'pushing'};['do_knockback'];6;4
10065;Ultimate Long Pushing Punch;3;0;32;30;1;32;38;35;{'long', 'punch', 'pushing', 'ultimate'};['do_knockback'];7;4
10066;Acrobatic Punch;2;0;26;24;3;25;50;10;{'punch', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];2;3
10067;Skillful Acrobatic Punch;2;0;27;25;3;30;48;15;{'skillful', 'punch', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];3;3
10068;Superior Acrobatic Punch;2;0;29;26;3;32;45;20;{'punch', 'acrobatic', 'superior'};['do_agility_based_dam', 'do_strength_based_dam'];4;3
10069;Advanced Acrobatic Punch;2;0;30;28;3;35;42;25;{'punch', 'advanced', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];5;3
10070;Expert Acrobatic Punch;2;0;31;29;3;38;40;30;{'expert', 'punch', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];6;3
10071;Ultimate Acrobatic Punch;2;0;32;30;3;40;38;35;{'punch', 'acrobatic', 'ultimate'};['do_agility_based_dam', 'do_strength_based_dam'];7;3
10072;Long Acrobatic Punch;3;0;26;24;3;25;50;15;{'long', 'punch', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];3;2
10073;Skillful Long Acrobatic Punch;3;0;27;25;3;30;48;20;{'long', 'skillful', 'punch', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];4;2
10074;Superior Long Acrobatic Punch;3;0;29;26;3;32;45;25;{'long', 'punch', 'acrobatic', 'superior'};['do_agility_based_dam', 'do_strength_based_dam'];5;2
10075;Advanced Long Acrobatic Punch;3;0;30;28;3;35;42;30;{'long', 'punch', 'advanced', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];6;2
10076;Expert Long Acrobatic Punch;3;0;31;29;3;38;40;35;{'long', 'expert', 'punch', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];7;2
10077;Ultimate Long Acrobatic Punch;3;0;32;30;3;40;38;40;{'long', 'punch', 'acrobatic', 'ultimate'};['do_agility_based_dam', 'do_strength_based_dam'];8;2
10078;Power Punch;2;0;26;24;1;20;50;10;{'punch', 'power'};['do_strength_based_dam'];2;5
10079;Skillful Power Punch;2;0;27;25;1;24;48;15;{'skillful', 'punch', 'power'};['do_strength_based_dam'];3;5
10080;Superior Power Punch;2;0;29;26;1;26;45;20;{'punch', 'power', 'superior'};['do_strength_based_dam'];4;5
10081;Advanced Power Punch;2;0;30;28;1;28;42;25;{'punch', 'advanced', 'power'};['do_strength_based_dam'];5;5
10082;Expert Power Punch;2;0;31;29;1;30;40;30;{'expert', 'punch', 'power'};['do_strength_based_dam'];6;5
10083;Ultimate Power Punch;2;0;32;30;1;32;38;35;{'punch', 'power', 'ultimate'};['do_strength_based_dam'];7;5
10084;Long Power Punch;3;0;26;24;1;20;50;15;{'long', 'punch', 'power'};['do_strength_based_dam'];3;4
10085;Skillful Long Power Punch;3;0;27;25;1;24;48;20;{'long', 'skillful', 'punch', 'power'};['do_strength_based_dam'];4;4
10086;Superior Long Power Punch;3;0;29;26;1;26;45;25;{'long', 'punch', 'power', 'superior'};['do_strength_based_dam'];5;4
10087;Advanced Long Power Punch;3;0;30;28;1;28;42;30;{'long', 'punch', 'advanced', 'power'};['do_strength_based_dam'];6;4
10088;Expert Long Power Punch;3;0;31;29;1;30;40;35;{'long', 'expert', 'punch', 'power'};['do_strength_based_dam'];7;4
10089;Ultimate Long Power Punch;3;0;32;30;1;32;38;40;{'long', 'punch', 'power', 'ultimate'};['do_strength_based_dam'];8;4
10090;Trick Punch;2;0;26;24;1;20;50;10;{'punch', 'trick'};['do_agility_based_dam'];2;5
10091;Skillful Trick Punch;2;0;27;25;1;24;48;15;{'skillful', 'punch', 'trick'};['do_agility_based_dam'];3;5
10092;Superior Trick Punch;2;0;29;26;1;26;45;20;{'punch', 'trick', 'superior'};['do_agility_based_dam'];4;5
10093;Advanced Trick Punch;2;0;30;28;1;28;42;25;{'advanced', 'punch', 'trick'};['do_agility_based_dam'];5;5
10094;Expert Trick Punch;2;0;31;29;1;30;40;30;{'expert', 'punch', 'trick'};['do_agility_based_dam'];6;5
10095;Ultimate Trick Punch;2;0;32;30;1;32;38;35;{'punch', 'trick', 'ultimate'};['do_agility_based_dam'];7;5
10096;Long Trick Punch;3;0;26;24;1;20;50;15;{'long', 'punch', 'trick'};['do_agility_based_dam'];3;4
10097;Skillful Long Trick Punch;3;0;27;25;1;24;48;20;{'long', 'skillful', 'punch', 'trick'};['do_agility_based_dam'];4;4
10098;Superior Long Trick Punch;3;0;29;26;1;26;45;25;{'long', 'punch', 'trick', 'superior'};['do_agility_based_dam'];5;4
10099;Advanced Long Trick Punch;3;0;30;28;1;28;42;30;{'advanced', 'long', 'punch', 'trick'};['do_agility_based_dam'];6;4
10100;Expert Long Trick Punch;3;0;31;29;1;30;40;35;{'long', 'expert', 'punch', 'trick'};['do_agility_based_dam'];7;4
10101;Ultimate Long Trick Punch;3;0;32;30;1;32;38;40;{'long', 'punch', 'trick', 'ultimate'};['do_agility_based_dam'];8;4
10102;Lightning Punch;2;0;26;24;1;20;50;10;{'punch', 'lightning'};['do_speed_based_dam'];2;5
10103;Skillful Lightning Punch;2;0;27;25;1;24;48;15;{'skillful', 'punch', 'lightning'};['do_speed_based_dam'];3;5
10104;Superior Lightning Punch;2;0;29;26;1;26;45;20;{'punch', 'lightning', 'superior'};['do_speed_based_dam'];4;5
10105;Advanced Lightning Punch;2;0;30;28;1;28;42;25;{'punch', 'advanced', 'lightning'};['do_speed_based_dam'];5;5
10106;Expert Lightning Punch;2;0;31;29;1;30;40;30;{'expert', 'punch', 'lightning'};['do_speed_based_dam'];6;5
10107;Ultimate Lightning Punch;2;0;32;30;1;32;38;35;{'punch', 'lightning', 'ultimate'};['do_speed_based_dam'];7;5
